NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
MIRIAM LANE,,2018281624,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10003,"301 E 17TH ST, NEW YORK, NY 10003",301 E 17TH ST,"NEW YORK, NY 10003",-73.982994,40.734398,S8HPNTSCZA,HIGH,,(212) 598-6260,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.982994 40.734398)
SHELS TATTOOS,,2018281976,,,USA,,BRONX,BRONX,NEW YORK,NY,10469,"1334 E GUN HILL RD, BRONX, NY 10469",1334 E GUN HILL RD,"BRONX, NY 10469",-73.847207,40.870679,S8HPNTSCZA,HIGH,,(347) 697-7614,,,WWW.SHELLSTATTOOS.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.847207 40.870679)
MARIELY UNISEX,,2018298644,,,USA,,BRONX,BRONX,NEW YORK,NY,10458,"2421 WEBSTER AVE, BRONX, NY 10458",2421 WEBSTER AVE,"BRONX, NY 10458",-73.893768,40.859683,S8HPNTSCZA,HIGH,,(718) 220-6312,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.893768 40.859683)
GISSELLE BEAUTY SALON,,2018310766,,,USA,,BRONX,BRONX,NEW YORK,NY,10468,"125 W KINGSBRIDGE RD, BRONX, NY 10468",125 W KINGSBRIDGE RD,"BRONX, NY 10468",-73.902545,40.869141,S8HPNTSCZA,HIGH,,(347) 920-2094,,,PLUS.GOOGLE.COM/108503392335004703131/ABOUT,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.902545 40.869141)
ANA'S BEAUTY SALON,,2018317930,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10025,"72 W 106TH ST, NEW YORK, NY 10025",72 W 106TH ST,"NEW YORK, NY 10025",-73.962692,40.798981,S8HPNTSCZA,HIGH,,(212) 864-4222,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.962692 40.798981)
AGELESS BEAUTY CARE,,2018324824,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10013,"18 MOTT ST, NEW YORK, NY 10013",18 MOTT ST,"NEW YORK, NY 10013",-73.998502,40.714314,S8HPNTSCZA,HIGH,,(212) 571-7613,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.998502 40.714314)
ENVY TATTOO STUDIO,,2018325616,,,USA,,BRONX,BRONX,NEW YORK,NY,10468,"1 E FORDHAM RD, BRONX, NY 10468",1 E FORDHAM RD,"BRONX, NY 10468",-73.900276,40.862858,S8HPNTSCZA,HIGH,,(718) 933-9888,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.900276 40.862858)
SPA BEAUTY NAILS,,2018330214,,,USA,,BRONX,BRONX,NEW YORK,NY,10455,"3007 3RD AVE, BRONX, NY 10455",3007 3RD AVE,"BRONX, NY 10455",-73.913947,40.819303,S7HPNTSCZA,HIGH,,(718) 402-6004,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.913947 40.819303)
COLLIN-STEWART,,2018337389,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10005,"40 WALL ST, NEW YORK, NY 10005",40 WALL ST,"NEW YORK, NY 10005",-74.009714,40.706976,S8HPNTSCZA,HIGH,,(212) 402-6000,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.009714 40.706976)
FOR YOUR HAIR,,2018342905,,,USA,,JACKSON HEIGHTS,QUEENS,NEW YORK,NY,11372,"3763 76TH ST, JACKSON HEIGHTS, NY 11372",3763 76TH ST,"JACKSON HEIGHTS, NY 11372",-73.889509,40.747349,S8HPNTSCZA,HIGH,,(718) 458-7296,,,PLUS.GOOGLE.COM/111342096972761797829/ABOUT,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.889509 40.747349)
PRESTIQUE BEAUTY SPA,,2018343986,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11228,"7306 13TH AVE, BROOKLYN, NY 11228",7306 13TH AVE,"BROOKLYN, NY 11228",-74.006644,40.621453,S8HPNTSCZA,HIGH,,(718) 745-9047,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.006644 40.621453)
BOULEVARD INK,,2018345768,,,USA,,BRONX,BRONX,NEW YORK,NY,10459,"1003 SOUTHERN BLVD, BRONX, NY 10459",1003 SOUTHERN BLVD,"BRONX, NY 10459",-73.892193,40.822912,S8HPNTSCZA,HIGH,,(347) 577-0040,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.892193 40.822912)
SHEBA BEAUTY SALON,,2018346802,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10035,"2085 LEXINGTON AVE, NEW YORK, NY 10035",2085 LEXINGTON AVE,"NEW YORK, NY 10035",-73.936836,40.804790,S8HPNTSCZA,HIGH,,(212) 289-5406,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.936836 40.80479)
MELICIE HAIR SALON,,2018354065,,,USA,,SPRING VALLEY,ROCKLAND,NEW YORK,NY,10977,"11 S MAIN ST, SPRING VALLEY, NY 10977",11 S MAIN ST,"SPRING VALLEY, NY 10977",-74.045250,41.111500,S8HPNTSCZA,HIGH,,(845) 356-5918,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.04525 41.1115)
MICHELLE' PLUS BEAUTY SPA,,2018355712,,,USA,,WHITE PLAINS,WESTCHESTER,NEW YORK,NY,10601,"39 COURT ST, WHITE PLAINS, NY 10601",39 COURT ST,"WHITE PLAINS, NY 10601",-73.767401,41.031663,S7HPNTSCZA,HIGH,,(914) 328-6388,,,WWW.MICHELLEBEAUTYSPA.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.767401 41.031663)
ROSITA BEAUTY SALON,,2018360923,,,USA,,BRONX,BRONX,NEW YORK,NY,10457,"217 E BURNSIDE AVE, BRONX, NY 10457",217 E BURNSIDE AVE,"BRONX, NY 10457",-73.902722,40.852127,S8HPNTSCZA,HIGH,,(347) 297-7786,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.902722 40.852127)
CHARMING HAIR,,2018363470,,,USA,,BRONX,BRONX,NEW YORK,NY,10458,"521 E 187TH ST, BRONX, NY 10458",521 E 187TH ST,"BRONX, NY 10458",-73.890174,40.857201,S8HPNTSCZA,HIGH,,(718) 220-0709,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.890174 40.857201)
FRANCIS V ADAMS,,2018367647,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10016,"650 1ST AVE, NEW YORK, NY 10016",650 1ST AVE,"NEW YORK, NY 10016",-73.971630,40.745948,S8HPNTSCZA,HIGH,,(212) 447-0088,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.97163 40.745948)
JOHN CAPONEGRO MD,,2018372704,,,USA,,FRESH MEADOWS,QUEENS,NEW YORK,NY,11366,"17926 UNION TPKE, FRESH MEADOWS, NY 11366",17926 UNION TPKE,"FRESH MEADOWS, NY 11366",-73.788705,40.726533,S5HPNTSCZA,HIGH,,(718) 380-7900,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.788705 40.726533)
AMORY SPENCER,,2018388833,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10034,"5141 BROADWAY, NEW YORK, NY 10034",5141 BROADWAY,"NEW YORK, NY 10034",-73.912945,40.873228,S8HPNTSCZA,HIGH,,(212) 932-5221,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.912945 40.873228)
PRABHU SUDHAKAR MD OFFICE,,2018390461,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11228,"699 92ND ST, BROOKLYN, NY 11228",699 92ND ST,"BROOKLYN, NY 11228",-74.022933,40.615317,S8HPNTSCZA,HIGH,,(718) 833-2620,,,WWW.VMHNY.ORG,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.022933 40.615317)
IMPRESSIONS SALON,,2018404492,,,USA,,BALDWIN,NASSAU,NEW YORK,NY,11510,"1843 GRAND AVE, BALDWIN, NY 11510",1843 GRAND AVE,"BALDWIN, NY 11510",-73.607597,40.665739,S7HPNTS-ZA,HIGH,,(516) 771-1843,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.607597 40.665739)
NAOMIS BEAUTY SALON,,2018407129,,,USA,,HOLLIS,QUEENS,NEW YORK,NY,11423,"18605 JAMAICA AVE, HOLLIS, NY 11423",18605 JAMAICA AVE,"HOLLIS, NY 11423",-73.773007,40.710203,S8HPNTSCZA,HIGH,,(718) 264-0049,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.773007 40.710203)
ECLIPSE ONE BEAUTY SALON,,2018412439,,,USA,,BRONX,BRONX,NEW YORK,NY,10457,"256 E BURNSIDE AVE, BRONX, NY 10457",256 E BURNSIDE AVE,"BRONX, NY 10457",-73.902577,40.851479,S8HPNTSCZA,HIGH,,(718) 583-9389,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.902577 40.851479)
SOON BEAUTY LAB,,2018429918,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10003,"318 E 11TH ST, NEW YORK, NY 10003",318 E 11TH ST,"NEW YORK, NY 10003",-73.985442,40.729751,S8HPNTSCZA,HIGH,,(212) 260-4423,,,WWW.SOONBEAUTYLAB.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.985442 40.729751)
AYMAN SHAHINE MD,,2018438927,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10001,"1 W 34TH ST, NEW YORK, NY 10001",1 W 34TH ST,"NEW YORK, NY 10001",-73.984934,40.748919,S8HPNTSCZA,HIGH,,(212) 695-1999,,,WWW.NYBEAUTYSURGEON.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.984934 40.748919)
CENTERCAP GROUP,,2018443129,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10036,"130 W 42ND ST, NEW YORK, NY 10036",130 W 42ND ST,"NEW YORK, NY 10036",-73.985639,40.754963,S8HPNTSCZA,HIGH,,(212) 620-2655,,,WWW.CENTERCAPGROUP.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.985639 40.754963)
LACONIA BARBER & HAIR STYLIST,,2018444551,,,USA,,BRONX,BRONX,NEW YORK,NY,10466,"3964 LACONIA AVE, BRONX, NY 10466",3964 LACONIA AVE,"BRONX, NY 10466",-73.849441,40.883642,S8HPNTSCZA,HIGH,,(718) 231-6784,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.849441 40.883642)
STEPHEN MASTRIANNI,,2018446748,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11214,"1833 BENSON AVE, BROOKLYN, NY 11214",1833 BENSON AVE,"BROOKLYN, NY 11214",-74.003631,40.604566,S8HPNTSCZA,HIGH,,(718) 236-3880,,,WWW.DRMASTRIANNI.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.003631 40.604566)
RED CHAIR SALON,,2018449493,,,USA,,MASPETH,QUEENS,NEW YORK,NY,11378,"5602 68TH ST, MASPETH, NY 11378",5602 68TH ST,"MASPETH, NY 11378",-73.896785,40.726712,S8HPNTSCZA,HIGH,,(718) 416-1874,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.896785 40.726712)
MOSKOVITS TIBOR MD,,2018451698,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10016,"160 E 34TH ST, NEW YORK, NY 10016",160 E 34TH ST,"NEW YORK, NY 10016",-73.978821,40.745723,S8HPNTSCZA,HIGH,,(212) 731-5191,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.978821 40.745723)
BEAUTY SHOP BY STEPHEN,,2018451959,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11203,"749 LINDEN BLVD, BROOKLYN, NY 11203",749 LINDEN BLVD,"BROOKLYN, NY 11203",-73.930342,40.654086,S8HPNTSCZA,HIGH,,(718) 773-9684,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.930342 40.654086)
ANDREW STEVENS SALON,,2018453164,,,USA,,LINDENHURST,SUFFOLK,NEW YORK,NY,11757,"135 S WELLWOOD AVE, LINDENHURST, NY 11757",135 S WELLWOOD AVE,"LINDENHURST, NY 11757",-73.373293,40.686179,S8HPNTSCZA,HIGH,,(631) 650-5326,,,WWW.ANDREWSTEVENSALON.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.373293 40.686179)
URBAN ATTITUDES,,2018461994,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10001,"212 W 35TH ST, NEW YORK, NY 10001",212 W 35TH ST,"NEW YORK, NY 10001",-73.990822,40.751707,S8HPNTSCZA,HIGH,,(212) 736-6550,,,URBANATTITUDESUSA.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.990822 40.751707)
RONNIE'S NAILS & SPA,,2018466430,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11209,"8120 3RD AVE, BROOKLYN, NY 11209",8120 3RD AVE,"BROOKLYN, NY 11209",-74.030136,40.626565,S8HPNTSCZA,HIGH,,(718) 833-1234,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.030136 40.626565)
HOORS BEAUTY CARE,,2018472370,,,USA,,OZONE PARK,QUEENS,NEW YORK,NY,11416,"7806 101ST AVE, OZONE PARK, NY 11416",7806 101ST AVE,"OZONE PARK, NY 11416",-73.859410,40.680297,S8HPNTSCZA,HIGH,,(718) 322-0012,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.85941 40.680297)
SPECIAL EFFECTS,,2018481956,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11213,"247 TROY AVE, BROOKLYN, NY 11213",247 TROY AVE,"BROOKLYN, NY 11213",-73.936229,40.670650,S8HPNTSCZA,HIGH,,(718) 773-4441,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.936229 40.67065)
FROMM DAVID M PHD,,2018487437,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10011,"60 W 13TH ST, NEW YORK, NY 10011",60 W 13TH ST,"NEW YORK, NY 10011",-73.996872,40.736222,S8HPNTSCZA,HIGH,,(212) 807-0008,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.996872 40.736222)
DIONIS BEAUTY SHOP,,2018490415,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10025,"175 W 107TH ST, NEW YORK, NY 10025",175 W 107TH ST,"NEW YORK, NY 10025",-73.964821,40.801090,S8HPNTSCZA,HIGH,,(212) 749-1450,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.964821 40.80109)
NON PROJECT,,2018493638,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10003,"129 E 4TH ST, NEW YORK, NY 10003",129 E 4TH ST,"NEW YORK, NY 10003",-73.987441,40.725590,S8HPNTSCZA,HIGH,,(212) 539-1643,,,WWW.NON-PROJECT.COM,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.987441 40.72559)
BEAUTY PRESS,,2018499254,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10013,"333 HUDSON ST, NEW YORK, NY 10013",333 HUDSON ST,"NEW YORK, NY 10013",-74.007687,40.727135,S8HPNTSCZA,HIGH,,(212) 463-8931,,,WWW.BEAUTYPRESS.COM/,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.007687 40.727135)
GARY LUBOV MD,,2018501520,,,USA,,FRESH MEADOWS,QUEENS,NEW YORK,NY,11366,"17934 UNION TPKE, FRESH MEADOWS, NY 11366",17934 UNION TPKE,"FRESH MEADOWS, NY 11366",-73.788655,40.726548,S5HPNTSCZA,HIGH,,(718) 969-7748,,,PLUS.GOOGLE.COM/107393357909312298249/ABOUT,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.788655 40.726548)
PRESIDENT & FIST LADY BEAUTY & BARBER SHOP,,2018520448,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11212,"9603 CHURCH AVE, BROOKLYN, NY 11212",9603 CHURCH AVE,"BROOKLYN, NY 11212",-73.915491,40.655992,S8HPNTSCZA,HIGH,,(718) 385-2443,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.915491 40.655992)
SAPNA BEAUTY PALOR,,2018522626,,,USA,,ELMHURST,QUEENS,NEW YORK,NY,11373,"8738 BRITTON AVE, ELMHURST, NY 11373",8738 BRITTON AVE,"ELMHURST, NY 11373",-73.878451,40.747875,S8HPNTSCZA,HIGH,,(718) 947-1493,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.878451 40.747875)
G ALBERTINA HAIR SALON,,2018523869,,,USA,,BRONX,BRONX,NEW YORK,NY,10454,"197 BROOK AVE, BRONX, NY 10454",197 BROOK AVE,"BRONX, NY 10454",-73.920293,40.806600,S8HPNTSCZA,HIGH,,(646) 402-0911,,,,,,7231,,72310000,BEAUTY SHOPS,,10010302,DIVISION I. - SERVICES,PERSONAL SERVICES,BEAUTY SHOPS,BEAUTY SHOPS/BEAUTY SALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.920293 40.8066)
